reviewed_relative_path,reviewed_index,source_candidate_manifest,source_candidate_index,candidate_relative_path,candidate_index,source_page,url,alt,sha256,bytes,source_type,license_status,appliance_form,target_class,label_status,visual_review_status,notes
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_011.jpg,11,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,11,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_011.jpg,11,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/qmqpQBcHJlAZ6A2J.large,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 2, imagen 1 de 2",3b49fedc5b1d9a6be4bdddae4ebe0ed7a74091959a9736c60057e558bd9a6091,78231,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_012.jpg,12,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,12,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_012.jpg,12,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/w3aiCXKAtoAkqnmr.medium,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 2, imagen 2 de 2",5b728b8f3b1fa5294aad40c8b9392193f11b786b5223e59621577de127643ca9,45892,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_013.jpg,13,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,13,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_013.jpg,13,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/w3aiCXKAtoAkqnmr.large,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 2, imagen 2 de 2",52af3b9659d9922e9fd2ca7722f34017b9f247368c9d4d6dc1fb6156c68efa92,72825,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_014.jpg,14,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,14,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_014.jpg,14,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/qmqpQBcHJlAZ6A2J.200x150,,940d7007c8d2d8abbeb4132b764d9a9adba0056e74e8e5043e126988c4cb6a6b,7933,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_015.jpg,15,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,15,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_015.jpg,15,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/w3aiCXKAtoAkqnmr.200x150,,e8f7e0f1025a0bae63c18d0d7d8f73c761dbb42cedaec8c07c60686db5d19ccf,8709,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_016.jpg,16,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,16,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_016.jpg,16,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/NT4dyrZHgJY4NjC2.medium,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 3, imagen 1 de 2",ac105c1d0997f4eea6f0fcd1f68c0291956273516d9edca0cfb47fc838216010,51506,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_017.jpg,17,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,17,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_017.jpg,17,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/NT4dyrZHgJY4NjC2.large,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 3, imagen 1 de 2",2cb78b21b68991a12a4d2a32109a2136438c47dcee4f8fdecea19cf99c760ab5,84562,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_018.jpg,18,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,18,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_018.jpg,18,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/rPZSpupll4eML2Yl.medium,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 3, imagen 2 de 2",d79e062347dc527bd56817b308b8e3114c307a85d49903dc9b348b1a4ed99b43,47137,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_019.jpg,19,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,19,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_019.jpg,19,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/rPZSpupll4eML2Yl.large,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 3, imagen 2 de 2",fcb3b6a569c2b9ba37c833a0a1b267cb423265efde59b513debdeed9ab754861,83244,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_020.jpg,20,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,20,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_020.jpg,20,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/NT4dyrZHgJY4NjC2.200x150,,2151ea59f7e1c805096cd3d939498ce72f0fec9b7dfc23742aecefd32ee1fbcb,7925,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_021.jpg,21,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,21,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_021.jpg,21,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/rPZSpupll4eML2Yl.200x150,,5d72b064647dfc9b0051fd7d60d06f282d3a760f3d777463b8f12c3eb1d10207,7384,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_022.jpg,22,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,36,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_036.jpg,36,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/QNmXa3JVGBe5kmiT.medium,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 7, imagen 1 de 3",ef7a4aec4e23d279725765307cfd83b672dacb4cfe8af8a3523ff6e43f9b435f,44738,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_023.jpg,23,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,37,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_037.jpg,37,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/QNmXa3JVGBe5kmiT.large,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 7, imagen 1 de 3",6fd8dffe045699259fa6bbef3b3586887ff040b7a4149d992b16db901eeff8a2,73685,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_024.jpg,24,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,38,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_038.jpg,38,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/FEKQnlCnxXNMgqAf.medium,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 7, imagen 2 de 3",19281c57617083e73988d723de3e57abf47032e603c27785f44d122216482073,38902,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_reviewed_086/wall_filter_reviewed_025.jpg,25,lg_wall_mounted_filter_real_photo_candidates_manifest.csv,39,10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_real_photo_candidates/wall_filter_candidate_039.jpg,39,https://es.ifixit.com/Gu%C3%ADa/Desmontaje%2Bde%2BCarcasa%2BAire%2Bacondicionado%2BLG%2Bmodelo%2Bantiguo%2B2006/176396,https://guide-images.cdn.ifixit.com/igi/FEKQnlCnxXNMgqAf.large,"Desmontaje de Carcasa Aire acondicionado LG modelo antiguo 2006: paso 7, imagen 2 de 3",775774d05656e32eaef4b197bc11a214d7f46cee8184f5f02aaeaffe87961322,63467,existing_round3_wall_mounted_actual_photo_candidate,ifixit_public_guide_verify_license_before_training,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_wall_mounted_filter_or_filter_access_visible,Copied from prior round3 contact-sheet wall-mounted actual-photo range; remove if filter is not visible. Reviewed for wall-mounted demo; exclude later if exact filter mesh is not visible enough for bbox.
