file_name,class,bbox_rule,review_note,license_status
user_primary_filter_024.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_025.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_026.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_027.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_028.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_029.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_030.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_031.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_032.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_033.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_034.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_035.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_036.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_037.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_038.png,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_039.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_040.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_041.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_042.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_043.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_044.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_045.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_046.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_047.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_048.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_049.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_050.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_051.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_052.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_053.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_054.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_055.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_056.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_057.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_058.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_059.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_060.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_061.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_062.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_063.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_064.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_065.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_066.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_067.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_068.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_069.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_070.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_071.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_072.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_073.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_074.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_075.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_076.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_077.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_078.png,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_079.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_080.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_081.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_082.png,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_083.png,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_084.png,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_085.png,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_086.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_087.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_088.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_089.png,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_090.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_091.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_092.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_093.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_094.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_095.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_096.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_097.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_098.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
user_primary_filter_099.jpg,filter,Draw bbox around visible filter mesh and its plastic frame if they form one removable filter part.,user primary wall-mounted candidate,user_provided_for_project_verify_origin_before_public_release
